来源,内容
 Introduction to Computer Science Ch12 Key Terms ,"Azure Portal - web-based console that allows customers to manage their cloud services and subscriptions"
 Introduction to Computer Science Ch12 Key Terms ,"Backend as a Service (BaaS) - third-party service that can be integrated with an application where the BaaS code does not need to be managed, and there are no servers"
 Introduction to Computer Science Ch12 Key Terms ,"bare metal server - high-performance cloud server that is composed of a single-tenant, nonvirtualized physical server"
 Introduction to Computer Science Ch12 Key Terms ,"cloud computing - delivery of computing services, such as databases, software, analytics, and storage over the Internet"
 Introduction to Computer Science Ch12 Key Terms ,"cloud mashup - combines multiple cloud applications or services with shared datasets and integrated functionalities"
 Introduction to Computer Science Ch12 Key Terms ,"cloud-native application - uses microservices architecture that takes full advantage of the benefits of the cloud, such as scalability and on-demand services"
 Introduction to Computer Science Ch12 Key Terms ,"community cloud - cloud deployment model where resources are only accessible by a selected group of organizations"
 Introduction to Computer Science Ch12 Key Terms ,"Container as a Service (CaaS) - type of IaaS specifically geared toward efficiently deploying, running, scaling, and managing a single application using a container-based virtualization"
 Introduction to Computer Science Ch12 Key Terms ,"container image - binary state that is built by"layering"an application and its dependencies on top of the required"layer"of binaries and libraries of the OS where there is a parent-child relationship between image layers"
 Introduction to Computer Science Ch12 Key Terms ,"containerization - packaging of a standardized unit of software that isolates an application enabling it to run independently of physical resources"
 Introduction to Computer Science Ch12 Key Terms ,"continuous delivery - automates the deployment stage"
 Introduction to Computer Science Ch12 Key Terms ,"continuous integration - automates the application compile, build, package, and testing process, enabling it to run independent of physical resources, which allows for a more consistent integration process"
 Introduction to Computer Science Ch12 Key Terms ,"continuous integration and continuous deployment (CI/CD) - set of DevOps operating principles that enable development teams to focus on rapid and frequent integrations of new code into the application in development as well as fast and frequent delivery or deployment of new iterations of the application"
 Introduction to Computer Science Ch12 Key Terms ,"DevOps - methodology that combines Agile software development and IT operations to deliver software faster and of higher quality"
 Introduction to Computer Science Ch12 Key Terms ,"disaster recovery - ability of the application to recover from rare but major incidents: nontransient, wide-scale failures, such as service disruption that affects an entire region"
 Introduction to Computer Science Ch12 Key Terms ,"Django - open-source web application framework"
 Introduction to Computer Science Ch12 Key Terms ,"Docker - open-source platform that creates, deploys, and manages containers using a common operating system; it isolates resources allowing multiple containers to use the same OS without contention"
 Introduction to Computer Science Ch12 Key Terms ,"Docker Compose - tool used for defining, via descriptor files, and managing applications that consist of multiple Docker containers"
 Introduction to Computer Science Ch12 Key Terms ,"Docker Engine - open-source containerization platform used to build Docker images and manage Docker containers"
 Introduction to Computer Science Ch12 Key Terms ,"enterprise service bus (ESB) - implements a bus-like communication system between interacting service providers and service consumers"
 Introduction to Computer Science Ch12 Key Terms ,"event-driven architecture - architecture where functions are invoked by an event"
 Introduction to Computer Science Ch12 Key Terms ,"Express.js - back-end Node web application framework used to implement RESTFul APIs"
 Introduction to Computer Science Ch12 Key Terms ,"Function as a Service (FaaS) - compute platform for serverless"
 Introduction to Computer Science Ch12 Conceptual Questions ,"Why is it difficult to efficiently allocate resource services in a cloud-native application?"
 Introduction to Computer Science Ch12 Conceptual Questions ,"Why is the microservices architecture more adaptable to a cloud architecture?"
 Introduction to Computer Science Ch12 Conceptual Questions ,"Why is it the case that cloud deployment technologies keep evolving? Provide examples to illustrate your answer."
 Introduction to Computer Science Ch12 Conceptual Questions ,"What is the difference between BaaS and FaaS? Are FaaS and serverless equivalent in a BaaS context?"
 Introduction to Computer Science Ch12 Conceptual Questions ,"In the first sample cloud-native application we built, a Dockerfile and a Kubernetes manifest file were created for each microservice. Why do we need both files in this application? Which one is used for what purpose?"
 Introduction to Computer Science Ch12 Conceptual Questions ,"Focusing our attention on the Kubernetes manifest files, there are two for each microservice: a deployment manifest file and a service manifest file. What are the differences between these two types of manifest files? What are they used for?"
 Introduction to Computer Science Ch12 Conceptual Questions ,"In the second example, an AWS EC2 Instance VM was provisioned. Several steps were taken to install package management tools (e.g., Homebrew, build-essentials), the Docker engine, and any other dependencies needed for the application to run. Why did we need to take these steps?"
 Introduction to Computer Science Ch12 Conceptual Questions ,"In the third example, we built two FaaS functions that were deployed that make up a cloud-native application. Contrast this to the first example we built, where we built microservices that were also deployed in Azure. Although the cloud service providers provide editors in the portal to implement and deploy FaaS functions directly within the portal, in this case we used a build tool, maven, to build the code for the FaaS functions and deploy them remotely. Why is this not the same as the first example? What are the major differences between these two approaches where the first example is using the PaaS deployment option, and the third example is using the FaaS deployment option?"
 Introduction to Computer Science Ch12 Problem Set A ,"Read this [seminal article about microservices](https://openstax.org/r/76artmicroserv) and report on the pros and cons based on its content."
 Introduction to Computer Science Ch12 Problem Set A ,"Demonstrate how the [twelve-factor application principles](https://openstax.org/r/7612factapp) may be used to develop cloud-native applications."
 Introduction to Computer Science Ch12 Problem Set A ,"Read this [article about serverless architectures](https://openstax.org/r/76artservnoarc) and report on the pros and cons of FaaS/serverless based on its content."
 Introduction to Computer Science Ch12 Problem Set A ,"Read this [article documenting several use cases for FaaS/serverless deployment](https://openstax.org/r/76artdocFaaS) and think about when to use it. Perform some research on the Internet and provide additional use cases that make a case for selecting FaaS/serverless deployment technology as opposed to Containers/CaaS or PaaS."
 Introduction to Computer Science Ch12 Problem Set A ,"In the first example we built, you worked with Kubernetes, which required you to create deployment and service manifest files. These manifest files are YAML files. Read the [IBM tutorial](https://openstax.org/r/76IBMtut) to enhance your knowledge on the structure of YAML files."
 Introduction to Computer Science Ch12 Problem Set A ,"Follow this [IBM tutorial](https://openstax.org/r/76tut1kuber) or this [IBM tutorial](https://openstax.org/r/76tut2kuber) to create and deploy an application in Kubernetes."
 Introduction to Computer Science Ch12 Problem Set B ,"Convert a monolithic application of your choice to microservices."
 Introduction to Computer Science Ch12 Problem Set B ,"Demonstrate practically how [Chaos Monkey](https://openstax.org/r/76chaosmonk) is used to test a cloud-native application of your choice. Follow the [Chaos Monkey setup tutorial](https://openstax.org/r/76chaosmtut) and refer to the [Chaos Monkey documentation](https://openstax.org/r/76chaosmdoc) to solve this question."
 Introduction to Computer Science Ch12 Problem Set B ,"Explain how IaC is used in a practical cloud-native application development context."
 Introduction to Computer Science Ch12 Problem Set B ,"Deploy a simple cloud-native application using VMWare Tanzu. Document your steps and compare them to the steps you took earlier to deploy a simple application using PaaS without VMWare Tanzu in an earlier question."
 Introduction to Computer Science Ch12 Problem Set B ,"Obtain the code of the back-end implementation (in Python) of this [RESTful microservice](https://openstax.org/r/76RESTmicro) for an order resource. Deploy this cloud-native application on a public cloud of your choice (i.e., either AWS, GCP, IBM Cloud, or Microsoft Azure)."
 Introduction to Computer Science Ch12 Problem Set B ,"Follow this IBM tutorial [to gain an understanding of how Kubernetes clusters work](https://openstax.org/r/76kubclust) by debugging and logging applications deployed in Kubernetes."
 Introduction to Computer Science Ch12 Problem Set B ,"Microservices often utilize message streaming and brokers to share data in real time across the system. Research and explain the basic operations of such tools and how they can be used in microservices applications."
 Introduction to Computer Science Ch12 Practice Exercises ,"Explain how a web-based cloud-native application works as opposed to a traditional web application."
 Introduction to Computer Science Ch12 Practice Exercises ,"Give a practical example of a solution implementation that illustrates the differences between SOA and microservices."
 Introduction to Computer Science Ch12 Practice Exercises ,"Explain how CI/CD works in combination with other DevOps tools to support the development of cloud-native applications."
 Introduction to Computer Science Ch12 Practice Exercises ,"Explain how CaaS deployment works."
 Introduction to Computer Science Ch12 Practice Exercises ,"Give a practical example of a solution deployment that illustrates the differences between PaaS and FaaS/serverless."
 Introduction to Computer Science Ch12 Practice Exercises ,"Explain how CI/CD works in combination with other DevOps tools to support the deployment of cloud-native applications using either Containers/CaaS, PaaS, or FaaS."
 Introduction to Computer Science Ch12 Practice Exercises ,"FaaS/serverless is considered to be a deployment technology; however, because it appears that code needs to be written in a different way to specify services as functions, why is FaaS/serverless not considered as a separate architectural style?"
 Introduction to Computer Science Ch12 Practice Exercises ,"Follow the AWS tutorial [to build a serverless application](https://openstax.org/r/76bldserapp) in AWS."
 Introduction to Computer Science Ch12 Practice Exercises ,"Follow the Google Cloud tutorial [to build serverless function](https://openstax.org/r/76bldservfunc) in Google Cloud."
 Introduction to Computer Science Ch12 Practice Exercises ,"Follow the Google Cloud tutorial [to build a containerized application](https://openstax.org/r/76bldcontapp) that receives events using a messaging service."
 Introduction to Computer Science Ch13 Key Terms ,"3-D printing - (also: additive manufacturing) process of designing static objects in three dimensions through additive processes in which successive layers of material are laid down under computer control"
 Introduction to Computer Science Ch13 Key Terms ,"4-D printing - provides the capability of programming the fundamental materials used in 3-D printing by creating objects that can change their form or function after fabrication"
 Introduction to Computer Science Ch13 Key Terms ,"accessibility - addresses discriminatory aspects related to equivalent user experience for people with disabilities"
 Introduction to Computer Science Ch13 Key Terms ,"artificial human - machine with biological parts added"
 Introduction to Computer Science Ch13 Key Terms ,"augmented reality (AR) - interactive experience that supplements the real world with virtual (computer-generated) objects that appear to coexist in the same space as the real world"
 Introduction to Computer Science Ch13 Key Terms ,"base container image - foundational layer of a container provided by the cloud provider to build an application"
 Introduction to Computer Science Ch13 Key Terms ,"biomimetic robotics - focused on the design of robots that leverage principles that are common in nature such as what can be learned from the evolution and development of intelligence in animals and humans"
 Introduction to Computer Science Ch13 Key Terms ,"block storage - manages data as blocks or physical range of storage in a physical device such as a hard disk drive (HDD) or Non-Volatile Memory Express (NVMe)"
 Introduction to Computer Science Ch13 Key Terms ,"blockchain network - peer-to-peer network that allows people and organizations who may not know one another to trust and independently verify the records of financial and other transactions"
 Introduction to Computer Science Ch13 Key Terms ,"bring your own cloud (BYOC) solution - structure in which organizations allow employees or users to freely decide on the cloud vendor that best suits their tasks rather than standardizing a single specific provider"
 Introduction to Computer Science Ch13 Key Terms ,"cognitive robotics - field of creating robots that can think, perceive, learn, remember, reason, and interact"
 Introduction to Computer Science Ch13 Key Terms ,"compute service - infrastructure component that enables users to obtain access to a private computing environment"
 Introduction to Computer Science Ch13 Key Terms ,"container management services - way to encapsulate an application with any operating system's library that is required for an application to operate"
 Introduction to Computer Science Ch13 Key Terms ,"container registry (CR) - registry where users can control each container image they deploy into the cloud environment"
 Introduction to Computer Science Ch13 Key Terms ,"cyborg - biological human with parts replaced with machinery"
 Introduction to Computer Science Ch13 Key Terms ,"deep machine learning - type of machine learning that has many neuron layers"
 Introduction to Computer Science Ch13 Key Terms ,"extended reality (XR; also: mixed reality [MR]) - reality service technology that involves both real and virtual environments"
 Introduction to Computer Science Ch13 Key Terms ,"file storage - storage service that manages data as files"
 Introduction to Computer Science Ch13 Key Terms ,"inclusion - ensures that diverse communities can make use of solutions regardless of their location, culture, and other differentiating traits, habits, or interests"
 Introduction to Computer Science Ch13 Key Terms ,"intelligent autonomous networked supersystems (IANS) - intelligent chains of autonomous machines that work together as a system to make decisions and take actions"
 Introduction to Computer Science Ch13 Key Terms ,"logging and monitoring management - common web and mobile cloud component that allows developers to centralize all logging data and provide a comprehensive view of all events happening with an application at any moment"
 Introduction to Computer Science Ch13 Key Terms ,"mashup - web-based application that combines features from two or more sources to present a new service"
 Introduction to Computer Science Ch13 Key Terms ,"mixed reality (MR; also: extended reality [XR]) - reality service technology that involves both real and virtual environments"
 Introduction to Computer Science Ch13 Key Terms ,"mobile robot - robot that can navigate from one position to another"
 Introduction to Computer Science Ch13 Key Terms ,"multicloud solution - mesh of several different computing environments to form a flexible working environment"
 Introduction to Computer Science Ch13 Key Terms ,"nanotechnology - focuses on matter at the molecular level to create structures and devices that are about 1 to 100 nm in size with fundamentally new organization, properties, and performance"
 Introduction to Computer Science Ch13 Key Terms ,"neuroinformatics - study of how to build a computer that can mimic basic human brain functions"
 Introduction to Computer Science Ch13 Key Terms ,"neuromorphic computing - relies on a hardware architecture that models how the human brain uses neurons"
 Introduction to Computer Science Ch13 Key Terms ,"NoSQL database - database management service in which the relationship between data is not strictly managed, often under key/value pair"
 Introduction to Computer Science Ch13 Key Terms ,"object storage - (also: blob storage) manages data as blobs, with each blob representing any data format"
 Introduction to Computer Science Ch13 Key Terms ,"quantum computer - machine that performs calculations based on the laws and principles of quantum mechanics"
 Introduction to Computer Science Ch13 Key Terms ,"relational database service - database service that implements relational model"
 Introduction to Computer Science Ch13 Key Terms ,"serverless compute service - compute service that automatically provisions the compute platform, allocates resources, and scales depending on usage"
 Introduction to Computer Science Ch13 Key Terms ,"spot/not urgent compute service - also known as"spot"instances or"preemptible"VMs; provides computing capacity at a lower price"
 Introduction to Computer Science Ch13 Key Terms ,"virtual compute service - compute service in which a VM shares the underlying hardware of a physical machine with others while being isolated from each other"
 Introduction to Computer Science Ch13 Conceptual Questions ,"Explain the difference between public and private clouds."
 Introduction to Computer Science Ch13 Conceptual Questions ,"How do organizations make decisions about cloud deployment?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"What should developers consider when they design API systems that allow easy communication between systems while also maximizing opportunity costs?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"How does a multicloud solution differ from a hybrid cloud solution?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"What are some of the disadvantages of cloud mashups?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"What does it mean to operate workloads at the mobile or network edge?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"Explain how file storage, object storage, and block storage differ."
 Introduction to Computer Science Ch13 Conceptual Questions ,"How does spot/not urgent compute service differ from virtual compute service?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"Explain how the content delivery network functions."
 Introduction to Computer Science Ch13 Conceptual Questions ,"What is Kubernetes (K8S) service and how does it benefit users?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"Describe a relational database service and give at least two examples of this type of database."
 Introduction to Computer Science Ch13 Conceptual Questions ,"Explain the difference between shallow machine learning and deep machine learning."
 Introduction to Computer Science Ch13 Conceptual Questions ,"What is blockchain 2.0 capable of?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"Explain the differences among virtual reality (VR), augmented reality (AR), and extended reality (XR)."
 Introduction to Computer Science Ch13 Conceptual Questions ,"What can be done with 4-D printing that is not possible with 3-D printing?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"Name at least two application development support capabilities provided as PaaS services, and explain why these services are important."
 Introduction to Computer Science Ch13 Conceptual Questions ,"What two features characterize the metaverse?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"Provide at least two examples of how XR technology is being applied in health care."
 Introduction to Computer Science Ch13 Conceptual Questions ,"Under human-computer interaction guidelines, a usable system must understand the various roles of humans. What are those roles?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"What is nanotechnology and how can it benefit people who use the Web?"
 Introduction to Computer Science Ch13 Conceptual Questions ,"What is neuromorphic computing?"
 Introduction to Computer Science Ch13 Problem Set A ,"Your organization implemented a hybrid cloud network and is experiencing communication problems between its different platforms. As your organization's technological manager, how will you resolve this issue?"
 Introduction to Computer Science Ch13 Problem Set A ,"Your organization relies on a private, on-premises cloud to manage its applications and data. But as the organization grows, this system has become expensive to maintain and is no longer cost effective. The organization needs a cheaper option that also provides a flexible working environment with robust security. How will you resolve this issue?"
 Introduction to Computer Science Ch13 Problem Set A ,"Most of your organization's employees work remotely. As such, you suggest that the organization utilize BYOC (bring your own cloud) solutions. Why do you recommend this?"
 Introduction to Computer Science Ch13 Problem Set A ,"Follow [this tutorial](https://openstax.org/r/76AmazonS3) to mount an Amazon S3 bucket as a drive on Linux, MacOS, or Windows (your choice) to make files stored on that drive shareable on the cloud."
 Introduction to Computer Science Ch13 Problem Set A ,"Run the following notebooks by bringing up Jupyter in your own Linux data science virtual machine on Microsoft Azure or by running the following tutorial container: docker run -it -p 8888:8888 dbgannon/tutorial ..."
 Introduction to Computer Science Ch13 Problem Set A ,"Install [ROS Melodic](https://openstax.org/r/76RosMedic) and its associated development environment and experiment with [some of the tutorials](https://openstax.org/r/76RosMedTutor) provided."
 Introduction to Computer Science Ch13 Problem Set A ,"Install the [CoppeliaSim robotics simulator integrated development environment](https://openstax.org/r/76Coppelia) and experiment with some of the tutorials provided to illustrate its use in combination with ROS."
 Introduction to Computer Science Ch13 Problem Set B ,"You own a small business and have decided to expand your operations. To support the expansion, you need a cloud solution that will allow you to keep your customers' data private, while also providing them with access to multiple applications. Because your budget is limited, your cloud solution must have a competitive price, and you want the option of having a backup vendor to ensure your system doesn't experience downtime. Describe the cloud solution that you will implement and explain why you selected this option."
 Introduction to Computer Science Ch13 Problem Set B ,"As you expand your business, you want to offer employees more flexibility in how they structure their work processes. You hope this will make employment with your business more attractive to highly qualified job seekers. Explain how you will use BYOC solutions to make your business' approach to work more attractive and entice employees to work for you."
 Introduction to Computer Science Ch13 Problem Set B ,"You are the news director for your university's website, and you want to provide students with university news as well as weather updates and news from local and national sources. How can a cloud mashup help you accomplish this?"
 Introduction to Computer Science Ch13 Problem Set B ,"Mount a Microsoft Azure file share using [this tutorial for Linux](https://openstax.org/r/76Linux), [this tutorial for MacOS](https://openstax.org/r/76MacOS), or [this tutorial for Windows](https://openstax.org/r/76Windows) (your choice)."
 Introduction to Computer Science Ch13 Problem Set B ,"Navigate to the various big cloud portals (i.e., Amazon AWS, Google GCP, IBM Cloud, and Microsoft Azure) and create basic VMs on each one of these clouds. Delete the VM instances after you create them unless you plan to use them again in the near future (in which case make sure to stop them to limit the consumption of cloud resources). Follow [this tutorial](https://openstax.org/r/76BasicVMs) to build and deploy a simple web application on the Microsoft Azure big cloud."
 Introduction to Computer Science Ch13 Problem Set B ,"You will need to work with [this tutorial](https://openstax.org/r/76Medium) for this problem. The application is a casino-like solution where users are able to bet money for a number between 1 and 10 and if they're correct, they win a portion of all the ether money staked after 100 total bets. ..."
 Introduction to Computer Science Ch13 Problem Set B ,"Install [scikit-learn](https://openstax.org/r/76SciKit) and explore"
 Introduction to Computer Science Ch13 Practice Exercises ,"You have been tasked with developing the cloud architecture for your organization. You need to deploy and manage your organization's applications for thousands of concurrent customers, as well as store data that are sensitive. What type of cloud architecture will meet your organization's needs?"
 Introduction to Computer Science Ch13 Practice Exercises ,"As your organization grows, you need to update the cloud architecture. The organization needs a flexible working environment that offers competitive pricing and robust security, as well as automation and scalability. What type of cloud architecture will meet your organization's needs at this point?"
 Introduction to Computer Science Ch13 Practice Exercises ,"Your organization recently experienced a system failure that resulted in downtime and cost the organization more than a million dollars. To prevent this situation from occurring again, you have recommended that the organization implement a multicloud solution. Why are you recommending this?"
 Introduction to Computer Science Ch13 Practice Exercises ,"To convince your organization to implement a multicloud solution, you explain that one advantage is robust security. Why is robust security an advantage of multicloud solutions?"
 Introduction to Computer Science Ch13 Practice Exercises ,"You need storage services that provide quick, direct access to files and give you the ability to track and manage how your data are changed. Which type of storage service will best meet your needs and how does this storage service manage data?"
 Introduction to Computer Science Ch13 Practice Exercises ,"If you have a limited budget and more flexibility in the timing of your tasks, what type of compute service are you likely to use and why?"
 Introduction to Computer Science Ch13 Practice Exercises ,"What is one of the most critical issues that organizations resolve by using web and mobile application services?"
 Introduction to Computer Science Ch13 Practice Exercises ,"Your colleague wants to build an application. You suggest using a container management service. What are the next steps to do this?"
 Introduction to Computer Science Ch13 Practice Exercises ,"Your colleague wants to implement a cloud solution but is concerned because their business handles a large database with data that must be written and captured quickly. What advice do you offer them about cloud solutions?"
 Introduction to Computer Science Ch13 Practice Exercises ,"Turn your smartphone into an IoT device by implementing and documenting a solution based on one of the following tutorials:"
 Introduction to Computer Science Ch13 Practice Exercises ,"Unity Barracuda is a lightweight cross-platform neural networks inference library for Unity. Barracuda can run neural networks both on GPU and CPU. Follow [the instructions for installing Barracuda](https://openstax.org/r/76Barracuda), read [the documentation](https://openstax.org/r/76Documentation) and [the starter kit documentation](https://openstax.org/r/76StarterKit). Get the [BlazeFaceBarracuda project](https://openstax.org/r/76BlazeFace) to run and deploy."
 Introduction to Computer Science Ch13 Practice Exercises ,"You have hired a developer to create a video game. Prepare a flowchart of what you expect the video game to do, noting which features should be VR, AR, and/or XR."
 Introduction to Computer Science Ch13 Practice Exercises ,"Perform research on the Internet and document applications of XR/the metaverse that are being applied in industries other than health care."
 Introduction to Computer Science Ch13 Practice Exercises ,"Perform research on the Internet and document the vendor solutions that are currently available to support the six key layers of the metaverse, namely: infrastructure, access/interface, virtualization tools, virtual worlds, economic infrastructure, and experiences."
 Introduction to Computer Science Ch13 Practice Exercises ,"Research and document the feasibility of nanorobots."
 Introduction to Computer Science Ch14 Key Terms ,"access control - process of regulating the people and devices that can use a computer system's resources"
 Introduction to Computer Science Ch14 Key Terms ,"adaptability - ability to change or modify the current system to meet the needs of a different industry requirement"
 Introduction to Computer Science Ch14 Key Terms ,"advanced persistent threat (APT) - intruder or group of intruders infiltrate a system and remain undetected while leaving the networks and systems intact, allowing the intruder to spy on business activity and steal sensitive data while remaining undetected"
 Introduction to Computer Science Ch14 Key Terms ,"affordability - ability to create a system that is cost-efficient, not only monetarily but also with resource usage"
 Introduction to Computer Science Ch14 Key Terms ,"anonymity - being able to interact on the Internet, even publicly, while concealing your identity"
 Introduction to Computer Science Ch14 Key Terms ,"application security - provides processes that help protect applications operating on-premises and in the cloud"
 Introduction to Computer Science Ch14 Key Terms ,"autonomous system - system that can operate with limited human control"
 Introduction to Computer Science Ch14 Key Terms ,"composability - ability to incorporate services within applications"
 Introduction to Computer Science Ch14 Key Terms ,"container - lightweight package that bundles together applications to form a solution to specific problems"
 Introduction to Computer Science Ch14 Key Terms ,"critical infrastructure - network of utilities, roadways, railroads, and buildings necessary to support our transportation, commerce, and other systems vital to sustain daily life"
 Introduction to Computer Science Ch14 Key Terms ,"cyber economics - sectors of the economy driven by digital information and the need for cybersecurity"
 Introduction to Computer Science Ch14 Key Terms ,"cybersecurity - policies, procedures, technology, and other tools, including people on which organizations rely to protect their computer systems and information systems environments from digital threats"
 Introduction to Computer Science Ch14 Key Terms ,"cybersecurity assurance - confidence that every effort is made to protect IT solutions against undesirable use"
 Introduction to Computer Science Ch14 Key Terms ,"data security platform - automates the proactive protection of information via monitoring and detecting data vulnerabilities and risks across multiple environments, including hybrid and multicloud platforms"
 Introduction to Computer Science Ch14 Key Terms ,"distributed denial-of-service (DDoS) attack - overloading a server with traffic in an attempt to crash a server, website, or network; usually occurs from multiple coordinated systems"
 Introduction to Computer Science Ch14 Key Terms ,"evolvability - ability to adapt the system to new standards and practices"
 Introduction to Computer Science Ch14 Key Terms ,"extensibility - ability to modify the system to include new requirements or remove old requirements that are no longer needed"
 Introduction to Computer Science Ch14 Key Terms ,"identity and access management (IAM) - roles and access privileges for each user, as well as the conditions under which they are granted or denied their privileges"
 Introduction to Computer Science Ch14 Key Terms ,"identity theft - illegal possession and use of an individual's PII"
 Introduction to Computer Science Ch14 Key Terms ,"ilities -"abilities"of architectural properties"
 Introduction to Computer Science Ch14 Key Terms ,"industrial espionage - process of spying on an organization to steal trade secrets"
 Introduction to Computer Science Ch14 Key Terms ,"information security - protecting the data, digital files, and other information maintained in a system"
 Introduction to Computer Science Ch14 Key Terms ,"infrastructure security - practices for protecting the computer systems, networks, and other assets that society relies upon for national security, economic health, and/or public safety"
 Introduction to Computer Science Ch14 Key Terms ,"insider threat - threat posed by current or former employees, partners, or contractors who misuse their access; can also include vulnerabilities intentionally created by programmers as malware"
 Introduction to Computer Science Ch14 Key Terms ,"interoperability - ability for two or more computers or processes to work together"
 Introduction to Computer Science Ch14 Key Terms ,"malware - malicious software variants—such as viruses, worms, Trojans, spyware, and botnets—that provide unauthorized access or cause damage to a computer"
 Introduction to Computer Science Ch14 Key Terms ,"man-in-the-middle - eavesdropping attack that allows cybercriminals to intercept communications between two parties in order to steal data, often on unsecured Wi-Fi networks"
 Introduction to Computer Science Ch14 Key Terms ,"nanotechnology - studies and manipulates atoms and molecules to support advancements in energy, medicine, and other fields"
 Introduction to Computer Science Ch14 Key Terms ,"network security - security measures for protecting a computer network from intruders, including both wired and wireless (Wi-Fi) connections"
 Introduction to Computer Science Ch14 Key Terms ,"nomadicity - ability to work in a self-contained environment or the ability to move the system from location to location, when system location is a requirement"
 Introduction to Computer Science Ch14 Key Terms ,"non-repudiation - proof of the origin, authenticity, and integrity of data"
 Introduction to Computer Science Ch14 Key Terms ,"Open Web Application Security Project (OWASP) - launched in 2001 with the"
 Introduction to Computer Science Ch14 Conceptual Questions ,"In IBM's Responsible Computing Framework, please compare the areas of responsible infrastructure and responsible systems. Give at least three differences or three similarities."
 Introduction to Computer Science Ch14 Conceptual Questions ,"Cyber resource quality requirements are a theme all throughout the chapter. Summarize what you have learned and apply it to the TRM."
 Introduction to Computer Science Ch14 Conceptual Questions ,"The TOGAF Reference Model is a resource that can be used to define application platform frameworks. Explain the relationship between the application platform interface, the qualities, and the operating system services."
 Introduction to Computer Science Ch14 Conceptual Questions ,"As previously discussed, the"ilities"are part of the OMA-NG framework. Explain the concepts of tailorability and evolvability and what differentiates them."
 Introduction to Computer Science Ch14 Conceptual Questions ,"Modern web/mobility challenges include ease-of-use. This is slightly different from adaptability, which includes scalability and flexibility. Explain the differences between ease-of-use and adaptability."
 Introduction to Computer Science Ch14 Conceptual Questions ,"Explain what a container is and how it enhances web/mobile platforms."
 Introduction to Computer Science Ch14 Conceptual Questions ,"PaaS is a standard acronym for Platform as a Service. Explain how cloud PaaS works to enhance data analytics. Explain how PaaS can help with the TRM performance quality."
 Introduction to Computer Science Ch14 Conceptual Questions ,"No security mechanism is free; what are the direct and indirect costs associated with implementing security mechanisms?"
 Introduction to Computer Science Ch14 Conceptual Questions ,"You are training a colleague to handle your organization's software security. What key points will you share with this colleague?"
 Introduction to Computer Science Ch14 Conceptual Questions ,"In cloud-centric solutions for cybersecurity, the Cloud Security Alliance regards encryption as the most important control to secure data in the cloud. Based on your knowledge of encryption, why is encryption so important for cloud cybersecurity?"
 Introduction to Computer Science Ch14 Conceptual Questions ,"What cyberthreats do organizations face if they participate in the metaverse?"
 Introduction to Computer Science Ch14 Conceptual Questions ,"What is non-repudiation, and how is it achieved?"
 Introduction to Computer Science Ch14 Conceptual Questions ,"How can responsible data usage help with building a super-society?"
 Introduction to Computer Science Ch14 Conceptual Questions ,"How can you apply the concepts of responsible computing to help with risks of identity theft when using the Internet?"
 Introduction to Computer Science Ch14 Conceptual Questions ,"Explain why responsible impact is important to cloud computing?"
 Introduction to Computer Science Ch14 Problem Set A ,"Your company is receiving bad press because they allowed another business access to their customer mailing list. Which domains in the Responsible Computing Framework should you focus on to resolve this issue?"
 Introduction to Computer Science Ch14 Problem Set A ,"The security and control of your company starts with an information security policy. Explain what this policy should include."
 Introduction to Computer Science Ch14 Problem Set A ,"Your company uses PaaS for data analytics and is experiencing a bandwidth issue. How will you resolve this?"
 Introduction to Computer Science Ch14 Problem Set A ,"The president of your organization has informed you that most of the threats to the organization's network are from insiders. As the chief of your organization's cybersecurity team, how will you deal with this?"
 Introduction to Computer Science Ch14 Problem Set A ,"Your organization deals with sensitive information, and you must ensure that this information is accessible only by authorized personnel. Explain how you could use cryptography to achieve this."
 Introduction to Computer Science Ch14 Problem Set A ,"You learned that your web designer is using his pet's name as his password to log into the Internet and conduct maintenance on your organization's website. What policies will you require the web designer to follow to develop a stronger password that is less likely to be misused by hackers and other malicious actors?"
 Introduction to Computer Science Ch14 Problem Set A ,"Identify specific scenarios or issues encountered in web/mobile solutions and explain how they can be addressed by responsible computing."
 Introduction to Computer Science Ch14 Problem Set A ,"Identify specific scenarios or issues encountered in cloud solutions, and explain how they can be addressed by responsible computing."
 Introduction to Computer Science Ch14 Problem Set A ,"Identify specific scenarios or issues encountered in smart ecosystems solutions and explain how they can be addressed by responsible computing."
 Introduction to Computer Science Ch14 Problem Set B ,"Your company has asked you to lead a team that will develop a network system that incorporates the company services within applications, has the ability for computers in one division to interact with computers in other divisions, can adapt as new standards and practices are implemented, and will be able to survive if the system experiences an attack or disruption of service. Which qualities is your company most concerned about?"
