来源,内容
 Introduction to Computer Science Ch4 Key Terms ,"device driver - piece of code that is responsible for connecting to a hardware component such as a video card or keyboard"
 Introduction to Computer Science Ch4 Key Terms ,"distributed computing - specific form of parallel programming where processors are working together in parallel, but the processors are in multiple connected computers, not a single computer"
 Introduction to Computer Science Ch4 Key Terms ,"executable and linkable format (ELF) - standard binary format for object code"
 Introduction to Computer Science Ch4 Key Terms ,"external reference - symbol that is used in a module, but not defined in that module, so is expected to be defined in some other module"
 Introduction to Computer Science Ch4 Key Terms ,"firmware - very low-level code that communicates directly with hardware, providing a convenient interface for other software"
 Introduction to Computer Science Ch4 Key Terms ,"freed memory - memory that is given back to be reused when a value is no longer needed"
 Introduction to Computer Science Ch4 Key Terms ,"functional programming - paradigm in which algorithms are written as mathematical functions"
 Introduction to Computer Science Ch4 Key Terms ,"GCC - open-source C compiler developed by the GNU Project"
 Introduction to Computer Science Ch4 Key Terms ,"Git - widely-used version control system"
 Introduction to Computer Science Ch4 Key Terms ,"GitHub - website that allows free storage of public git repositories"
 Introduction to Computer Science Ch4 Key Terms ,"GOTO - non-structured operation that instructs a computer to jump to an entirely different part of the program"
 Introduction to Computer Science Ch4 Key Terms ,"graphics processing unit (GPU) - massively-parallel processor that supplements a CPU; GPUs were originally designed for rendering real-time graphics in video games"
 Introduction to Computer Science Ch4 Key Terms ,"hardware model - design for a how a specific physical computer executes algorithms"
 Introduction to Computer Science Ch4 Key Terms ,"high-level programming language - programming language that operates at a high level of abstraction, meaning that low-level details such as the management of memory are automated"
 Introduction to Computer Science Ch4 Key Terms ,"imperative programming - paradigm in which the programmer writes a series of steps that must be followed in order"
 Introduction to Computer Science Ch4 Key Terms ,"instruction set architecture (ISA) - type of hardware model that defines a list of operations that a CPU can execute"
 Introduction to Computer Science Ch4 Key Terms ,"integrated development environment (IDE) - program with a graphical user interface that includes a text editor, compiler, and other tools, all in one application"
 Introduction to Computer Science Ch4 Key Terms ,"interpreter - (also: compiler) program that translates source code from a middle-level or high-level language into something a computer can read"
 Introduction to Computer Science Ch4 Conceptual Questions ,"Why are low-level languages like assembly language not portable?"
 Introduction to Computer Science Ch4 Conceptual Questions ,"Why do multiple computational models exist? Why don't we just use one model for everything?"
 Introduction to Computer Science Ch4 Conceptual Questions ,"What are some disadvantages with structured programming languages like C?"
 Introduction to Computer Science Ch4 Conceptual Questions ,"Why does the execution speed of software matter? Describe a scenario where slow execution speed would impact a computer user negatively."
 Introduction to Computer Science Ch4 Conceptual Questions ,"What is an advantage of low-level programming over high-level programming?"
 Introduction to Computer Science Ch4 Conceptual Questions ,"What is the best way to use GOTO in the structured paradigm?"
